,title,author,publisher,category,language,score,ebookPrice,audiobookPrice,paperPrice,popularity
1723,Sekta,Krefeld Michael Katz,Literackie,Kryminał,polski,"0,0",,,,
1724,Czwartek godzina 22 / Dżem z czarnych porzeczek,Zygmunt Zeydler-Zborowski,LTW,Kryminał,polski,"0,0",,,,
1725,Powrót nauczyciela tańca Część 1,Mankell Henning,Edipresse Polska,Kryminał,polski,"0,0",,,,
1726,Umrzeć ze śmiechu,Hart Carolyn G.,Edipresse Polska,Kryminał,polski,"0,0",,,,
1727,Przypadkowy zabójca,Tomasz Mróz,RW2010,Fantastyka i sci-fi,Komisarz Wątroba,"4,5","15,90",,,
1728,Szczęściarz,Krzysztof Golczak,RW2010,Kryminał,polski,"3,5","13,58",,,
1729,Na spokojnych wodach / Ponad wszelką wątpliwość / Zagadki przeszłości,Malin Persson-Giolito,Czarna Owca,Kryminał,polski,"0,0",,,,
1730,R.I.P,Mariusz Czubaj,Wydawnictwo Albatros,Kryminał,polski,"4,2","29,90",,,
1731,Upiory / Policja / Syn,Jo Nesbo,Dolnośląskie,Kryminał,polski,"0,0",,,,
1732,Człowiek nietoperz / Karaluchy / Łowcy głów,Jo Nesbo,Dolnośląskie,Kryminał,polski,"0,0",,,,
1733,Horyzont umysłu,Arnold Thomas,Wydawnictwo Vectra,Kryminał,Detektyw David Ross,"3,8","28,00",,,
1734,Wszystko zostaje w rodzinie,Mats Olsson,Wydawnictwo Dolnośląskie,Kryminał,Harry Svensson,"4,0","28,00",,,
1735,Siewcy chwastu,Wioletta Lekszycka,Novae Res,Kryminał,polski,"0,0","20,00",,,
1736,Nagroda Wielkiego Kalibru,Mariusz Czubaj,W.A.B.,Kryminał,polski,"0,0",,,,
1737,Zaćmienie,Jonasson Ragnar,Amber,Kryminał,Mroczna wyspa lodu,"4,1","28,00",,,
1738,Sacrifice,Sharon Bolton,Amber,Kryminał,polski,"0,0",,,,
1739,Perła,Jan Grzegorczyk,Zysk i S-ka,Kryminał,polski,"0,0",,,,
1740,Zagadka w bieli,Farjeon J. Jefferson,Zysk i S-ka,Kryminał,polski,"0,0",,,,
1741,Lontano,Jean-Christophe Grange,Sonia Draga,"Sensacja, thriller, horror",Lontano,"4,3","33,00",,,
1742,Paradoks,Igor Brejdygant,Marginesy,Kryminał,polski,"4,4","31,90",,,
1743,Tajemnicza nieznajoma,Hart Carolyn G.,Edipresse Polska,Kryminał,polski,"0,0",,,,
1744,Potępiony umysł,Sandra Feeser,Novae Res,Kryminał,polski,"1,0","24,00",,,
1745,Złowroga pętla,Aleksandra Marinina,W.A.B.,Kryminał,polski,"0,0",,,,
1746,Ukradziony sen,Aleksandra Marinina,Edipresse Polska,Kryminał,polski,"0,0",,,,
1747,Dziewczyna w lodzie,Robert Bryndza,Filia,Kryminał,DCI Erika Foster,"4,4","29,90",,,
1748,Szkielet w domu,Walery Przyborowski,LTW,Kryminał,polski,"0,0",,,,
1749,Śmierć na życzenie 19 Złoto z trupią poświatą,Hart Carolyn G.,Edipresse Polska,Kryminał,polski,"0,0",,,,
1750,Topielica,Gaja Grzegorzewska,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,Kryminał,Julia Dobrowolska,"3,7","28,00",,,
1751,Przegrana stawka,Anna Kłodzińska,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1752,Kasacja / Zaginięcie / Rewizja,Remigiusz Mróz,Czwarta Strona,Kryminał,polski,"0,0",,,,
1753,Ręka,Mankell Henning,W.A.B.,Kryminał,polski,"0,0",,,,
1754,Karmazynowy brzeg,"Preston Douglas, Child Lincold",Burda Publishing Polska,Kryminał,polski,"0,0",,,,
1755,Jedyne wyjście,Helen FitzGerald,Burda Książki,"Sensacja, thriller, horror",polski,"3,5","24,00",,,
1756,Czarne światło,Marta Guzowska,Burda Książki,Kryminał,Mario Ybl,"3,8","24,00",,,
1757,Motyle i ćmy,Ewa Przydryga,Novae Res,Kryminał,polski,"4,0","27,99",,,
1758,Prawda rodzi nienawiść Złoty centaur,Zygmunt Zeydler-Zborowski,LTW,Kryminał,polski,"0,0",,,,
1759,Angielski szpieg,Daniel Silva,HarperCollins,"Sensacja, thriller, horror",Gabriel Allon,"4,3","19,99",,,
1760,Lodowata pustka,Brian Freeman,Świat Książki,Obyczajowe i romanse,polski,"4,0","29,90",,,
1761,Sztorm,Frode Granhus,Świat Książki,Kryminał,Rino Carlsen,"4,2","29,90",,,
1762,Zawsze ktoś patrzy,Joy Fielding,Świat Książki,Kryminał,polski,"4,0","29,90","34,90",,
1763,Trzeci Front,Filip Molenda,Skarpa Warszawska,Kryminał,polski,"3,7","24,59",,,
1764,Dokumenty z Łeby,Loco,Novae Res,Kryminał,polski,"4,0","33,00",,,
1765,Dziewczyna z Summit Lake,Charlie Donlea,Filia,Kryminał,polski,"0,0",,,,
1766,Kolejność,Hubert Hender,Filia,Kryminał,polski,"0,0",,,,
1767,Miłość,Tadeusz Oszubski,Erica,Kryminał,polski,"0,0",,,,
1768,Kamienica,Siwek Grzegorz,Penelopa,Kryminał,polski,"0,0",,,,
1769,Nie przysyłajcie kwiatów,Martín Solares,W.A.B.,Kryminał,polski,"0,0",,,,
1770,Gdy przemówią fale,Hart Carolyn G.,Edipresse Polska,Kryminał,polski,"0,0",,,,
1771,Czarne zaręczyny,Hart Carolyn G.,Edipresse Polska,Kryminał,polski,"0,0",,,,
1772,Ostatni dzień lipca,Bartłomiej Rychter,Edipresse Polska,Kryminał,polski,"0,0",,,,
1773,Brennerova,Wolf Haas,Burda Publishing Polska,Kryminał,polski,"0,0",,,,
1774,Księżniczka z lodu / Kaznodzieja / Kamieniarz / Ofiara losu,Camilla Läckberg,Czarna Owca,Kryminał,polski,"0,0",,,,
1775,Niemiecki bękart / Syrenka /Latarnik /Fabrykantka aniołków,Camilla Läckberg,Czarna Owca,Kryminał,polski,"0,0",,,,
1776,Successio,Dawid Niemiec,Novae Res,Kryminał,polski,"3,0","28,00",,,
1777,Kamfora,Małgorzata Łatka,Czwarta Strona,Kryminał,Lena Zamojska,"4,1","29,90",,,
1778,Czarne złoto,Bartłomiej Rychter,Edipresse Polska,Kryminał,polski,"0,0",,,,
1779,Dziewczyna w męskiej koszulce,Zygmunt Zeydler-Zborowski,LTW,Kryminał,polski,"0,0",,,,
1780,Trup na trzepaku,Konstancja Nowicka,Novae Res,Obyczajowe i romanse,polski,"4,7","24,00",,,
1781,Fabrykantka aniołków,Camilla Läckberg,Czarna Owca,Kryminał,polski,"0,0",,,,
1782,Kaznodzieja Tom 2,Camilla Läckberg,Czarna Owca,Kryminał,polski,"0,0",,,,
1783,Księżniczka z lodu,Camilla Läckberg,Czarna Owca,Kryminał,polski,"0,0",,,,
1784,Fort Grozy,Adam Nasielski,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1785,Pustki,Hurley Andrew Michael,W.A.B.,Kryminał,polski,"0,0",,,,
1786,Zapora Częsć 2,Mankell Henning,Edipresse Polska,Kryminał,polski,"0,0",,,,
1787,Prima aprilis,Hart Carolyn G.,Edipresse Polska,Kryminał,polski,"0,0",,,,
1788,Zapora Część 1,Mankell Henning,Edipresse Polska,Kryminał,polski,"0,0",,,,
1789,Grzechotka,Joanna Jodełka,Edipresse Polska,Kryminał,polski,"0,0",,,,
1790,Bliźniaczka,Dominika Dudziak,Witanet,Kryminał,polski,"0,0","29,79",,,
1791,Uciekaj szybko i wróć późno,Fred Vargas,Sonia Draga,Kryminał,Komisarz Adamsberg,"4,3","31,50",,,
1792,Zabawy z bronią,Faye Kellerman,HarperCollins,Kryminał,Peter Decker i Rina Lazarus,"4,8","24,99",,,
1793,Śmierć na życzenie 12 Skórka za wyprawkę,Hart Carolyn G.,Edipresse Polska,Kryminał,polski,"0,0",,,,
1794,Requiem dla tancerki 35,Agnieszka Fibich,Edipresse Polska,Kryminał,polski,"0,0",,,,
1795,Elen z krainy Fiordów Tom 10 Groźba,Prios Christin Grilstad,Edipresse Polska,Kryminał,polski,"0,0",,,,
1796,Stasi i dziecko,David Young,Marginesy,"Sensacja, thriller, horror",Karin Müller,"4,3","31,00",,,
1797,Oblany test,"Rosenfeldt Hans, Hjorth Michael",Czarna Owca,Kryminał,polski,"0,0",,,,
1798,Porwanie,Joanna Chmielewska,Wydawnictwo Klin,Kryminał,polski,"3,0","32,59",,,
1799,Garść popiołu,Wojciech Wójcik,Zysk i S-ka,Kryminał,polski,"3,8","32,00",,,
1800,Lesbożerca,Majewski Kamil,Novae Res,Kryminał,polski,"0,0",,,,
1801,Uciążliwi,Dominik Popek,Novae Res,Kryminał,polski,"0,0","22,00",,,
1802,ASSA,Andrzej Kowalski,Novae Res,Kryminał,polski,"5,0","28,00",,,
1803,Żniwiarz/Dark forest,Jan Iwański,Dark Forest,Kryminał,polski,"0,0",,,,
1804,Wstyd,Helen FitzGerald,Burda Książki,Kryminał,polski,"3,6","24,00",,,
1805,Big Red Tequila,Rick Riordan,Wydawnictwo Galeria Książki,Kryminał,Tres Navarre,"3,5","36,90",,,
1806,Piąta kobieta Część 2,Mankell Henning,Edipresse Polska,Kryminał,polski,"0,0",,,,
1807,Bazyliszek,Tomasz Konatkowski,Edipresse Polska,Kryminał,polski,"0,0",,,,
1808,Szkielet na Lesznie,Walery Przyborowski,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1809,Puama E. Kryminały przedwojennej Warszawy,Adam Nasielski,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1810,Śmierć na życzenie Tom 10 Zabójstwo w Mint Julep,Hart Carolyn G.,Edipresse Polska,Kryminał,polski,"0,0",,,,
1811,Złote jajo,Donna Leon,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,Kryminał,Komisarz Brunetti,"4,0","18,00",,,
1812,Tajemniczy wróg,Stanisław Wotowski,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1813,Strzał,Adam Nasielski,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1814,W cieniu prawa,Remigiusz Mróz,Czwarta Strona,Kryminał,polski,"4,3","29,90","36,90",,
1815,Piąta kobieta Część. 1,Mankell Henning,Edipresse Polska,Kryminał,polski,"0,0",,,,
1816,Przystanek śmierć,Tomasz Konatkowski,Edipresse Polska,Kryminał,polski,"0,0",,,,
1817,Malwersanci Najlepsze kryminały PRL,Anna Kłodzińska,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1818,Dwa włosy blond Najlepsze kryminały PRL,Anna Kłodzińska,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1819,Grzech nasz codzienny,Dominik Dan,Media Rodzina,Kryminał,Richard Krauz,"4,5","28,00",,,
1820,Śmierć na życzenie 9 Duchy południa,Hart Carolyn G.,Edipresse Polska,Kryminał,polski,"0,0",,,,
1821,Fałszywy trop 2,Mankell Henning,Edipresse Polska,Kryminał,polski,"0,0",,,,
1822,Hazard 40,Joanna Chmielewska,Olesiejuk,Kryminał,polski,"0,0",,,,
1823,Kolekcjoner,Tatiana Polakowa,Rea-SJ,Kryminał,polski,"0,0","15,32",,,
1824,Skradzione życie,Allen Eskens,Burda Książki,Kryminał,polski,"3,8","24,00",,,
1825,Śmierć na życzenie 8 Święto Christie Część 2,Hart Carolyn G.,Edipresse Polska,Kryminał,polski,"0,0",,,,
1826,Fałszywy trop Część 1,Mankell Henning,Edipresse Polska,Kryminał,polski,"0,0",,,,
1827,Berlin Indigo,Zbigniew Zbikowski,Edipresse Polska,Kryminał,polski,"0,0",,,,
1828,Karuzela samobójczyń,Sharon Bolton,Amber,Kryminał,polski,"0,0",,,,
1829,Weź mnie za rękę,Tove Alsterdal,Muza,Kryminał,polski,"0,0",,,,
1830,Będę Cię szukał aż Cię odnajdę,Krzysztof Koziołek,Manufaktura Tekstów,Kryminał,polski,"0,0",,,,
1831,Święto Christie,Hart Carolyn G.,Edipresse Polska,Kryminał,polski,"0,0",,,,
1832,Żniwiarz,Gaja Grzegorzewska,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,Kryminał,Julia Dobrowolska,"3,9","28,00",,,
1833,Czerwona skrzynia,Walery Przyborowski,Saga Egmont,Obyczajowe i romanse,polski,"0,0","7,99",,,
1834,Krótka instrukcja obsługi psa,Kaźmierczak Krzysztof M.,Zysk i S-ka,Kryminał,polski,"0,0",,,,
1835,Misja w Paryżu,Alan Furst,Sonia Draga,Kryminał,polski,"0,0",,,,
1836,Niemy krzyk,Angela Marsons,Burda Książki,Kryminał,Kim Stone,"4,6","25,00",,,
1837,Teatr wskrzeszonych,Tatiana Jachyra,Replika,Obyczajowe i romanse,polski,"3,0","26,90",,,
1838,Czasem warto zabić,Peter Swanson,Marginesy,"Sensacja, thriller, horror",polski,"4,0","31,00",,,
1839,Kamienna noc,Gaja Grzegorzewska,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,Kryminał,Julia Dobrowolska,"3,8","29,90","29,90",,
1840,Jedyne wyjście,Ryszard Ćwirlej,Muza,Kryminał,Aneta Nowak,"4,5","34,30",,,201
1841,Tajemnica pułkownika Kowadły Część 2,Tadeusz Cegielski,Edipresse Polska,Kryminał,polski,"0,0",,,,
1842,Diamentowa karoca,Boris Akunin,Świat Książki,Kryminał,polski,"0,0",,,,
1843,Tajemnica Szpilki oraz Obcy z mroków nocy,Wllace Edgar,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1844,Komisorz Hanusik i Sznupok,Melon Marcin,Silesia Progress,Kryminał,polski,"0,0",,,,
1845,Nocny śpiew ptaka,Kjell Eriksson,Amber,Kryminał,polski,"0,0",,,,
1846,Jezioro tajemnic,Peter May,Albatros,Kryminał,polski,"0,0",,,,
1847,Wyspa powrotów,Peter May,Wydawnictwo Albatros,Kryminał,polski,"3,9","32,20",,,
1848,Wilk,Mo Hayder,Sonia Draga,Kryminał,Detektyw Jack Caffery,"4,1","31,50",,,
1849,Kocie worki 35 Królowa polskiego kryminału,Joanna Chmielewska,Olesiejuk,Kryminał,polski,"0,0",,,,
1850,Enklawa,Ove Løgmansbø,Wydawnictwo Dolnośląskie,Kryminał,Vestmanna ,"4,1","28,00","35,00","35,00",11
1851,Leona Kości zostały rzucone,Jenny Rogneby,Marginesy,Kryminał,polski,"0,0",,,,
1852,Krótka lekcja zabijania,Hart Carolyn G.,Edipresse Polska,Kryminał,polski,"0,0",,,,
1853,"Mężczyzna, który się uśmiechał",Mankell Henning,Edipresse Polska,Kryminał,polski,"0,0",,,,
1854,Biała lwica Część 2,Mankell Henning,Edipresse Polska,Kryminał,polski,"0,0",,,,
1855,Biała lwica Część 1,Mankell Henning,Edipresse Polska,Kryminał,polski,"0,0",,,,
1856,Morderczy miesiąc miodowy,Hart Carolyn G.,Edipresse Polska,Kryminał,polski,"0,0",,,,
1857,Czarne jak moje serce,Toumainen Antti,Albatros,Kryminał,polski,"0,0",,,,
1858,Tajemnica pułkownika Kowadły 1,Tadeusz Cegielski,Edipresse Polska,Kryminał,polski,"0,0",,,,
1859,Morderstwo w Alei Róż 2,Tadeusz Cegielski,Edipresse Polska,Kryminał,polski,"0,0",,,,
1860,Szantaż,Zygmunt Zeydler-Zborowski,Wydawnictwo LTW,Kryminał,polski,"2,8","16,90",,,
1861,Trójkąty sprawiedliwości,Magdalena Graczyk,Novae Res,Kryminał,polski,"4,5","20,00",,,
1862,Zabójstwo Harriet Krohn,Fossum Karin,Papierowy Księżyc,Kryminał,polski,"0,0",,,,
1863,Czarne sekundy,Fossum Karin,Papierowy Księżyc,Kryminał,polski,"0,0",,,,
1864,Bułgarski bloczek,Joanna Chmielewska,Wydawnictwo Klin,Kryminał,polski,"3,0","29,99",,,
1865,"Z Sherlockiem Holmesem o dedukcji, indukcji, życiu i innych ważnych sprawach",Krzysztof Liedel,Difin,Kryminał,polski,"0,0",,,,
1866,W Lasku Bielańskim,Walery Przyborowski,LTW,Kryminał,polski,"0,0",,,,
1867,Noc z 3 na 4 grudnia,Walery Przyborowski,LTW,Kryminał,polski,"0,0",,,,
1868,Czas śmierci,Mark Billingham,Burda Książki,Kryminał,Tom Thorne,"3,8","27,00",,,
1869,Morderstwo w Alei Róż Część 1,Tadeusz Cegielski,Edipresse Polska,Kryminał,polski,"0,0",,,,
1870,Nieukarani,Kamila Denis,Novae Res,Kryminał,polski,"4,0","28,00",,,
1871,Czarny scenariusz,Hart Carolyn G.,Edipresse Polska,Kryminał,polski,"0,0",,,,
1872,Morderstwo na zamówienie,Hart Carolyn G.,Edipresse Polska,Kryminał,polski,"0,0",,,,
1873,Sześć serc,L.H. Cosway,Filia,Kryminał,polski,"0,0",,,,
1874,Historie śmiertelne,Mateusz Kuśmierek,Novae Res,Kryminał,polski,"1,0","28,00",,,
1875,Pojedynek z diabłem,Kristina Ohlsson,Prószyński Media,Kryminał,polski,"0,0",,,,
1876,Zakazany owoc,Erica Spindler,HarperCollins,"Sensacja, thriller, horror",polski,"4,2","19,99",,,
1877,Pętla,Faye Kellerman,HarperCollins,Kryminał,Peter Decker i Rina Lazarus,"4,3","24,99",,,
1878,Tajemnica lady Audley,Braddon Mary Elizabeth,Zysk i S-ka,Kryminał,polski,"0,0",,,,
1879,Kochanek śmierci,Boris Akunin,Świat Książki,Kryminał,polski,"0,0",,,,
1880,Morderca bez twarzy,Mankell Henning,Edipresse Polska,Kryminał,polski,"0,0",,,,
1881,Muchomor,Śnieżko Anna Maria,Novae Res,Kryminał,polski,"0,0",,,,
1882,Śmierć na otwartym morzu,Andrea Camilleri,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,Kryminał,Komisarz Montalbano,"4,3","21,00",,,
1883,Ofiara Polikseny Część 2,Marta Guzowska,Edipresse Polska,Kryminał,polski,"0,0",,,,
1884,Ofiara Polikseny Część 1,Marta Guzowska,Edipresse Polska,Kryminał,polski,"0,0",,,,
1885,Lądowanie w Garwolinie,Joanna Chmielewska,Olesiejuk,Kryminał,polski,"0,0",,,,
1886,Przeszłość czeka,Kjell Eriksson,Amber,Kryminał,Komisarz Ann Lindell,"3,5","29,70",,,
1887,Drugi wątek,Joanna Chmielewska,Wydawnictwo Klin,Kryminał,polski,"3,0","27,99",,,
1888,Cześć Braciszku,Michalska Maria,Warszawska Grupa Wydawnicza,Kryminał,polski,"0,0",,,,
1889,Śledztwo prowadzi porucznik Szczęsny,Anna Kłodzińska,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1890,Złota bransoletka,Anna Kłodzińska,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1891,Srebrzysta śmierć,Anna Kłodzińska,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1892,Skok w otchłań,Adam Nasielski,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1893,Człowiek z Titanica,Romański Marek,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1894,Czarny trójkąt,Romański Marek,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1895,Niewłaściwa dziewczynka,David Hewson,Marginesy,Kryminał,Pieter Vos,"4,3","31,00",,,
1896,Głowa Niobe Część 2,Marta Guzowska,Edipresse Polska,Kryminał,polski,"0,0",,,,
1897,Wydział,Miłosław Czarnecki,Novae Res,Kryminał,polski,"3,8","20,00",,,
1898,Krime story,Gutowski Marcin,GM LABEL,Kryminał,polski,"0,0",,,,
1899,Kleszcz,Łabenda Krzysztof Piotr,Psychoskok,Kryminał,polski,"0,0",,,,
1900,Silesia Noir,Szewczyk Marcin,Silesia Progress,Kryminał,polski,"0,0",,,,
1901,EuroDżihad,Marcin Wolski,Zysk i S-ka,Kryminał,polski,"3,4","28,00",,,
1902,Głowa Niobe Część 1,Marta Guzowska,Edipresse Polska,Kryminał,polski,"0,0",,,,
1903,Sprawa Rity Gorgon Unikaty,Romański Marek,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1904,Takie zwykłe miasteczko,Luiza Dobrzyńska,Astrum,Kryminał,polski,"0,0",,,,
1905,Rodzinny interes,Thunberg Roslund,Sonia Draga,Kryminał,polski,"0,0",,,,
1906,Wyścigi,Joanna Chmielewska,Wydawnictwo Klin,Kryminał,polski,"3,0","29,99",,,
1907,Zęby tygrysa,Tom Clancy,W.A.B.,Kryminał,polski,"0,0",,,,
1908,Podejrzana,Michał Łowicz,Wydawnictwo Penelopa,Kryminał,polski,"4,5","22,00",,,
1909,Manhattan Babilon,Majewski Lech,Rebis,Kryminał,polski,"0,0",,,,
1910,Na zgliszczach,Maciej Paterczyk,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1911,Berlin Blue,Zbigniew Zbikowski,Edipresse Polska,Kryminał,polski,"0,0",,,,
1912,Szajka bez końca,Joanna Chmielewska,Wydawnictwo Klin,Kryminał,polski,"3,0","30,99",,,
1913,Poza sezonem / Jaskiniowiec / Psy gończe,Horst Jorn Lier,Smak Słowa,Kryminał,polski,"0,0",,,,
1914,Droga 66 / I tylko ciemność,Becky Masterman,Amber,Kryminał,polski,"0,0",,,,
1915,Czerwone Kapturki / Człowiek który zostawił po sobie cień,John Katzenbach,Amber,Kryminał,polski,"0,0",,,,
1916,Martwi za życia,Deon Meyer,Sonia Draga,Kryminał,polski,"4,5","31,00",,,
1917,Blisko domu,Peter Robinson,Sonia Draga,Kryminał,polski,"0,0",,,,
1918,Tajemnice Los Angeles,James Ellroy,Sonia Draga,Kryminał,polski,"0,0",,,,
1919,Agencja Dimoon Ten się śmieje kto umrze ostatni,Ela Graf,Sumptibus,Kryminał,polski,"0,0",,,,
1920,Trzynaście zagadek,Agata Christie,Dolnośląskie,Kryminał,polski,"0,0",,,,
1921,Zabójcza dyscyplina,Mats Olsson,Dolnośląskie,Kryminał,polski,"0,0",,,,
1922,Rzeka zbrodni,Jarosław Jakubowski,Zysk i S-ka,Kryminał,polski,"3,3","28,00",,,
1923,Król gry,Marco Malvaldi,Noir Sur Blanc,Kryminał,polski,"0,0",,,,
1924,Pocałunek w dniu Wniebowzięcia,Giovanni Cocco,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,Kryminał,polski,"0,0","18,00",,,
1925,Arcymistrz,Piotr Bojarski,Miejskie Posnania,Kryminał,polski,"0,0",,,,
1926,Zagadkowi milionerzy Kryminały przedwojennej Warszawy,Kurantowski Ludwik,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1927,Tajemnica,Joanna Chmielewska,Wydawnictwo Klin,Kryminał,polski,"3,0","30,99",,,
1928,Zabij mnie tato,Stefan Darda,Heraclon International,Kryminał,polski,"4,0",,"23,86",,
1929,Ostatni pielgrzym,Sven Gard,Media Rodzina,Kryminał,polski,"0,0",,,,
1930,Żona dyplomaty,Rzecznik Michał,Widnokrąg,Kryminał,polski,"0,0",,,,
1931,Zagadka Sary Tell,Kristina Ohlsson,Prószyński Media,Kryminał,polski,"0,0",,,,
1932,Cyngiel śmierci,Anthony Horowitz,Rebis,Kryminał,polski,"4,0","29,90","34,90",,
1933,Żelazna krew,Liza Marklund,Czarna Owca,Kryminał,polski,"0,0",,,,
1934,Aleja samobójców,"Krajewski Marek, Czubaj Mariusz",Edipresse Polska,Kryminał,polski,"0,0",,,,
1935,Nie wypłyniesz poza swoją odyseję,Katzenmark Andrzej,Novae Res,Kryminał,polski,"0,0","28,00",,,
1936,Więcej krwi,Jo Nesbo,Wydawnictwo Dolnośląskie,Kryminał,Krew na śniegu,"4,0","23,92","29,90",,32
1937,Zbieg okoliczności,Joanna Chmielewska,Wydawnictwo Klin,Kryminał,polski,"3,0","27,99",,,
1938,Porucznik Stawropulos i Tajemnica Lewity,"Tekieli Stanisław, Widmański Adam",Poradnia K,Kryminał,polski,"0,0",,,,
1939,Pan Przypadek i fioletowoskórzy,Jacek Getner,Wydawnictwo Zakładka,Kryminał,Pan Przypadek i...,"0,0","15,36",,,
1940,Komisorz Hanusik 2,Melon Marcin,Silesia Progress,Kryminał,polski,"0,0",,,,
1941,Sędzia,Mariusz Zielke,Czarna Owca,Kryminał,polski,"0,0",,,,
1942,Przeklęta bariera,Joanna Chmielewska,Wydawnictwo Klin,Kryminał,polski,"3,0","31,98",,,
1943,Pamiętny Sylwester,Bedwin Ireneusz,Bookflow,Kryminał,polski,"0,0",,,,
1944,Ostatni rekrut,Thomas Blake,Novae Res,"Sensacja, thriller, horror",polski,"2,0","27,00",,,
1945,Chłopiec motyl,Peter Stjernstrom,Poradnia K,Kryminał,polski,"0,0",,,,
1946,Pakt z diabłem,"Lehr Dick, ONeill Gerard",Marginesy,Kryminał,polski,"0,0",,,,
1947,Miniony świat,Dennis Lehane,Prószyński Media,Kryminał,polski,"0,0",,,,
1948,Diabelski Cmentarz,Anonim,Yumeka,Kryminał,polski,"0,0",,,,
1949,Handlarz,Artem Replay,Astrum,Kryminał,polski,"0,0",,,,
1950,Furia rodzi się w Sławie,Krzysztof Koziołek,Manufaktura Tekstów,Kryminał,polski,"3,8","24,90",,,
1951,Mamba Unikaty,Adam Nasielski,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1952,Dżuma w Breslau,Marek Krajewski,Znak,Kryminał,polski,"0,0",,,,
1953,Nasza słodka tajemnica,Ninni Schulman,Amber,Kryminał,Magdalena Hansson,"4,2","28,00",,,
1954,Arena szczurów,Marek Krajewski,Znak,Kryminał,polski,"0,0",,,,
1955,A na imię jej będzie Aniela Część 2,Marcin Wroński,Edipresse Polska,Kryminał,polski,"0,0",,,,
1956,Opowiadania kryminalne 2,Doliński Adolf,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1957,Opowiadania kryminalne 1,Doliński Adolf,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1958,Dzikie białko,Joanna Chmielewska,Wydawnictwo Klin,Kryminał,polski,"3,1","28,99",,,
1959,Nie ma takiego miasta,Tomasz Konatkowski,W.A.B.,Kryminał,polski,"0,0",,,,
1960,Czarna kawa,Agata Christie,Wydawnictwo Dolnośląskie,Kryminał,A Hercule Poirot Mystery,"4,3","15,99",,,
1961,Wielka Czwórka,Agata Christie,Wydawnictwo Dolnośląskie,Kryminał,Herkules Poirot,"4,4","15,99",,,
1962,Trzy dni Sokoła,Krzysztof Koziołek,Manufaktura Tekstów,"Sensacja, thriller, horror",polski,"4,8","19,90",,,
1963,Pod lodowym księżycem,Steve Hamilton,Amber,Kryminał,polski,"0,0",,,,
1964,Tajemnica dworu Markenmore,Fletcher Joseph Smith,LTW,Kryminał,polski,"0,0",,,,
1965,Zacznijmy od końca,Piotr Trębacz,Novae Res,Kryminał,polski,"4,0","19,00",,,
1966,Czarne kłamstwa czerwona krew,Kjell Eriksson,Amber,Kryminał,polski,"0,0",,,,
1967,33 dni prawdy,Arnold Thomas,Wydawnictwo Vectra,"Sensacja, thriller, horror",Detektyw David Ross,"4,3","30,00",,,
1968,Serialista,David Gordon,Poradnia K,Kryminał,polski,"0,0",,,,
1969,Koronacja,Boris Akunin,Świat Książki,Kryminał,polski,"0,0",,,,
1970,Skowyt,Marek Świerczek,Novae Res,Kryminał,polski,"0,0",,,,
1971,A na imię jej będzie Aniela Część 1,Marcin Wroński,Edipresse Polska,Kryminał,polski,"0,0",,,,
1972,Szał,John Lutz,Prószyński Media,Kryminał,polski,"0,0",,,,
1973,Obłęd / Trauma / Katharsis,Sund Erik Axl,Sonia Draga,Kryminał,polski,"0,0",,,,
1974,Komisarz Bordelli Śmierć w gaju oliwnym,Marco Vichi,Albatros,Kryminał,polski,"0,0",,,,
1975,Browar,Chenczke Tomek P.,Wielka Litera,Kryminał,polski,"0,0",,,,
1976,Broadchurch,Erin Kelly,Literackie,Kryminał,polski,"0,0",,,,
1977,Wielki diament Tom 2,Joanna Chmielewska,Olesiejuk,Kryminał,polski,"0,0",,,,
1978,Sztorm na Glenanach,Jean-Luc Bannalec,Czarne,Kryminał,polski,"0,0",,,,
